Time,Raw_EEGS
,
1/7/2019 9:57:27 PM,8
1/7/2019 9:57:27 PM,19
1/7/2019 9:57:27 PM,8
1/7/2019 9:57:27 PM,-25
1/7/2019 9:57:27 PM,-56
1/7/2019 9:57:27 PM,-66
1/7/2019 9:57:27 PM,-51
1/7/2019 9:57:27 PM,-29
1/7/2019 9:57:27 PM,9
1/7/2019 9:57:27 PM,50
1/7/2019 9:57:27 PM,70
1/7/2019 9:57:27 PM,84
1/7/2019 9:57:27 PM,92
1/7/2019 9:57:27 PM,76
1/7/2019 9:57:27 PM,25
1/7/2019 9:57:27 PM,-23
1/7/2019 9:57:27 PM,-50
1/7/2019 9:57:27 PM,-44
1/7/2019 9:57:27 PM,-27
1/7/2019 9:57:27 PM,-9
1/7/2019 9:57:27 PM,16
1/7/2019 9:57:27 PM,34
1/7/2019 9:57:27 PM,37
1/7/2019 9:57:27 PM,22
1/7/2019 9:57:27 PM,-12
1/7/2019 9:57:27 PM,-33
1/7/2019 9:57:27 PM,-35
1/7/2019 9:57:27 PM,-45
1/7/2019 9:57:27 PM,-50
1/7/2019 9:57:27 PM,-26
1/7/2019 9:57:27 PM,19
1/7/2019 9:57:27 PM,56
1/7/2019 9:57:27 PM,54
1/7/2019 9:57:27 PM,36
1/7/2019 9:57:27 PM,18
1/7/2019 9:57:27 PM,4
1/7/2019 9:57:27 PM,-19
1/7/2019 9:57:27 PM,-41
1/7/2019 9:57:27 PM,-36
1/7/2019 9:57:27 PM,-7
1/7/2019 9:57:27 PM,33
1/7/2019 9:57:27 PM,66
1/7/2019 9:57:27 PM,70
1/7/2019 9:57:27 PM,58
1/7/2019 9:57:27 PM,28
1/7/2019 9:57:27 PM,-18
1/7/2019 9:57:27 PM,-50
1/7/2019 9:57:27 PM,-42
1/7/2019 9:57:27 PM,-35
1/7/2019 9:57:27 PM,-29
1/7/2019 9:57:27 PM,-13
1/7/2019 9:57:27 PM,9
1/7/2019 9:57:27 PM,23
1/7/2019 9:57:27 PM,35
1/7/2019 9:57:27 PM,38
1/7/2019 9:57:27 PM,33
1/7/2019 9:57:27 PM,18
1/7/2019 9:57:27 PM,6
1/7/2019 9:57:27 PM,16
1/7/2019 9:57:27 PM,54
1/7/2019 9:57:27 PM,96
1/7/2019 9:57:27 PM,114
1/7/2019 9:57:27 PM,98
1/7/2019 9:57:27 PM,66
