Time,Raw_EEGS
,
1/2/2019 9:46:43 PM,91
1/2/2019 9:46:43 PM,55
1/2/2019 9:46:43 PM,5
1/2/2019 9:46:43 PM,-22
1/2/2019 9:46:43 PM,-6
1/2/2019 9:46:43 PM,39
1/2/2019 9:46:43 PM,84
1/2/2019 9:46:43 PM,107
1/2/2019 9:46:43 PM,122
1/2/2019 9:46:43 PM,118
1/2/2019 9:46:43 PM,101
1/2/2019 9:46:43 PM,88
1/2/2019 9:46:43 PM,57
1/2/2019 9:46:43 PM,12
1/2/2019 9:46:43 PM,4
1/2/2019 9:46:43 PM,39
1/2/2019 9:46:43 PM,91
1/2/2019 9:46:43 PM,116
1/2/2019 9:46:43 PM,101
1/2/2019 9:46:43 PM,65
1/2/2019 9:46:43 PM,54
1/2/2019 9:46:43 PM,52
1/2/2019 9:46:43 PM,37
1/2/2019 9:46:43 PM,7
1/2/2019 9:46:43 PM,-9
1/2/2019 9:46:43 PM,2
1/2/2019 9:46:43 PM,45
1/2/2019 9:46:43 PM,83
1/2/2019 9:46:43 PM,103
1/2/2019 9:46:43 PM,99
1/2/2019 9:46:43 PM,74
1/2/2019 9:46:43 PM,32
1/2/2019 9:46:43 PM,-20
1/2/2019 9:46:43 PM,-55
1/2/2019 9:46:43 PM,-44
1/2/2019 9:46:43 PM,-2
1/2/2019 9:46:43 PM,50
1/2/2019 9:46:43 PM,67
1/2/2019 9:46:43 PM,67
1/2/2019 9:46:43 PM,83
1/2/2019 9:46:43 PM,89
1/2/2019 9:46:43 PM,80
1/2/2019 9:46:43 PM,33
1/2/2019 9:46:43 PM,-26
1/2/2019 9:46:43 PM,-40
1/2/2019 9:46:43 PM,-2
1/2/2019 9:46:43 PM,56
1/2/2019 9:46:43 PM,97
1/2/2019 9:46:43 PM,104
1/2/2019 9:46:43 PM,103
1/2/2019 9:46:43 PM,83
1/2/2019 9:46:43 PM,34
1/2/2019 9:46:43 PM,-25
1/2/2019 9:46:43 PM,-72
1/2/2019 9:46:43 PM,-84
1/2/2019 9:46:43 PM,-44
1/2/2019 9:46:43 PM,0
1/2/2019 9:46:43 PM,48
1/2/2019 9:46:43 PM,69
1/2/2019 9:46:43 PM,69
1/2/2019 9:46:43 PM,65
1/2/2019 9:46:43 PM,42
1/2/2019 9:46:43 PM,-1
1/2/2019 9:46:43 PM,-38
1/2/2019 9:46:43 PM,-29
1/2/2019 9:46:43 PM,5
1/2/2019 9:46:43 PM,38
1/2/2019 9:46:43 PM,60
1/2/2019 9:46:43 PM,65
1/2/2019 9:46:43 PM,75
1/2/2019 9:46:43 PM,90
1/2/2019 9:46:43 PM,85
1/2/2019 9:46:43 PM,45
1/2/2019 9:46:43 PM,-3
1/2/2019 9:46:43 PM,-29
1/2/2019 9:46:43 PM,-20
1/2/2019 9:46:43 PM,24
1/2/2019 9:46:43 PM,73
1/2/2019 9:46:43 PM,90
1/2/2019 9:46:43 PM,98
